date,store_nbr,family,sales,onpromotion,oil_price,type,cluster,work_day,month_day,week_day,month
2013-01-01,10,SEAFOOD,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,11,AUTOMOTIVE,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,BABY CARE,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,BEAUTY,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,BEVERAGES,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,BOOKS,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,BREAD/BAKERY,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,CELEBRATION,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,CLEANING,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,DAIRY,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,DELI,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,EGGS,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,FROZEN FOODS,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,GROCERY I,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,GROCERY II,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,HARDWARE,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,HOME AND KITCHEN I,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,HOME AND KITCHEN II,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,HOME APPLIANCES,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,HOME CARE,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,LADIESWEAR,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,LAWN AND GARDEN,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,LINGERIE,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,"LIQUOR,WINE,BEER",0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,MAGAZINES,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,MEATS,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,PERSONAL CARE,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,PET SUPPLIES,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,PLAYERS AND ELECTRONICS,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,POULTRY,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,PREPARED FOODS,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,PRODUCE,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,11,SEAFOOD,0.0,0,93.14,B,6,False,1,1,1
2013-01-01,12,AUTOMOTIVE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,BABY CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,BEAUTY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,BEVERAGES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,BOOKS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,BREAD/BAKERY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,CELEBRATION,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,CLEANING,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,DAIRY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,DELI,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,EGGS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,FROZEN FOODS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,GROCERY I,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,GROCERY II,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,HARDWARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,HOME AND KITCHEN I,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,HOME AND KITCHEN II,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,HOME APPLIANCES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,HOME CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,LADIESWEAR,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,LAWN AND GARDEN,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,LINGERIE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,"LIQUOR,WINE,BEER",0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,MAGAZINES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,MEATS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,PERSONAL CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,PET SUPPLIES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,PLAYERS AND ELECTRONICS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,POULTRY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,PREPARED FOODS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,PRODUCE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,12,SEAFOOD,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,AUTOMOTIVE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,BABY CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,BEAUTY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,BEVERAGES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,BOOKS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,BREAD/BAKERY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,CELEBRATION,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,CLEANING,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,DAIRY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,DELI,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,EGGS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,FROZEN FOODS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,GROCERY I,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,GROCERY II,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,HARDWARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,HOME AND KITCHEN I,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,HOME AND KITCHEN II,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,HOME APPLIANCES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,HOME CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,LADIESWEAR,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,LAWN AND GARDEN,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,LINGERIE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,"LIQUOR,WINE,BEER",0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,MAGAZINES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,MEATS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,PERSONAL CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,PET SUPPLIES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,PLAYERS AND ELECTRONICS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,POULTRY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,PREPARED FOODS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,PRODUCE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,13,SEAFOOD,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,14,AUTOMOTIVE,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,BABY CARE,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,BEAUTY,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,BEVERAGES,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,BOOKS,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,BREAD/BAKERY,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,CELEBRATION,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,CLEANING,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,DAIRY,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,DELI,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,EGGS,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,FROZEN FOODS,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,GROCERY I,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,GROCERY II,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,HARDWARE,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,HOME AND KITCHEN I,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,HOME AND KITCHEN II,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,HOME APPLIANCES,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,HOME CARE,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,LADIESWEAR,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,LAWN AND GARDEN,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,LINGERIE,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,"LIQUOR,WINE,BEER",0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,MAGAZINES,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,MEATS,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,PERSONAL CARE,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,PET SUPPLIES,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,PLAYERS AND ELECTRONICS,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,POULTRY,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,PREPARED FOODS,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,PRODUCE,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,14,SEAFOOD,0.0,0,93.14,C,7,False,1,1,1
2013-01-01,15,AUTOMOTIVE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,BABY CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,BEAUTY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,BEVERAGES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,BOOKS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,BREAD/BAKERY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,CELEBRATION,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,CLEANING,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,DAIRY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,DELI,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,EGGS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,FROZEN FOODS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,GROCERY I,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,GROCERY II,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,HARDWARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,HOME AND KITCHEN I,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,HOME AND KITCHEN II,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,HOME APPLIANCES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,HOME CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,LADIESWEAR,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,LAWN AND GARDEN,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,LINGERIE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,"LIQUOR,WINE,BEER",0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,MAGAZINES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,MEATS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,PERSONAL CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,PET SUPPLIES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,PLAYERS AND ELECTRONICS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,POULTRY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,PREPARED FOODS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,PRODUCE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,15,SEAFOOD,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,16,AUTOMOTIVE,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,BABY CARE,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,BEAUTY,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,BEVERAGES,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,BOOKS,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,BREAD/BAKERY,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,CELEBRATION,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,CLEANING,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,DAIRY,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,DELI,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,EGGS,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,FROZEN FOODS,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,GROCERY I,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,GROCERY II,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,HARDWARE,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,HOME AND KITCHEN I,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,HOME AND KITCHEN II,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,HOME APPLIANCES,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,HOME CARE,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,LADIESWEAR,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,LAWN AND GARDEN,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,LINGERIE,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,"LIQUOR,WINE,BEER",0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,MAGAZINES,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,MEATS,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,PERSONAL CARE,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,PET SUPPLIES,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,PLAYERS AND ELECTRONICS,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,POULTRY,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,PREPARED FOODS,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,PRODUCE,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,16,SEAFOOD,0.0,0,93.14,C,3,False,1,1,1
2013-01-01,17,AUTOMOTIVE,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,BABY CARE,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,BEAUTY,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,BEVERAGES,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,BOOKS,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,BREAD/BAKERY,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,CELEBRATION,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,CLEANING,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,DAIRY,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,DELI,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,EGGS,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,FROZEN FOODS,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,GROCERY I,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,GROCERY II,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,HARDWARE,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,HOME AND KITCHEN I,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,HOME AND KITCHEN II,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,HOME APPLIANCES,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,HOME CARE,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,LADIESWEAR,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,LAWN AND GARDEN,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,LINGERIE,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,"LIQUOR,WINE,BEER",0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,MAGAZINES,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,MEATS,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,PERSONAL CARE,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,PET SUPPLIES,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,PLAYERS AND ELECTRONICS,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,POULTRY,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,PREPARED FOODS,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,PRODUCE,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,17,SEAFOOD,0.0,0,93.14,C,12,False,1,1,1
2013-01-01,18,AUTOMOTIVE,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,BABY CARE,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,BEAUTY,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,BEVERAGES,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,BOOKS,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,BREAD/BAKERY,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,CELEBRATION,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,CLEANING,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,DAIRY,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,DELI,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,EGGS,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,FROZEN FOODS,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,GROCERY I,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,GROCERY II,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,HARDWARE,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,HOME AND KITCHEN I,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,HOME AND KITCHEN II,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,HOME APPLIANCES,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,HOME CARE,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,LADIESWEAR,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,LAWN AND GARDEN,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,LINGERIE,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,"LIQUOR,WINE,BEER",0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,MAGAZINES,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,MEATS,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,PERSONAL CARE,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,PET SUPPLIES,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,PLAYERS AND ELECTRONICS,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,POULTRY,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,PREPARED FOODS,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,PRODUCE,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,18,SEAFOOD,0.0,0,93.14,B,16,False,1,1,1
2013-01-01,19,AUTOMOTIVE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,BABY CARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,BEAUTY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,BEVERAGES,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,BOOKS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,BREAD/BAKERY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,CELEBRATION,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,CLEANING,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,DAIRY,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,DELI,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,EGGS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,FROZEN FOODS,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,GROCERY I,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,GROCERY II,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,HARDWARE,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,HOME AND KITCHEN I,0.0,0,93.14,C,15,False,1,1,1
2013-01-01,19,HOME AND KITCHEN II,0.0,0,93.14,C,15,False,1,1,1
